,title,genres,overview,cast,crew,summary
33001,attack on titan ii: end of the world,"['Horror', 'ScienceFiction', 'Action', 'Fantasy', 'Drama']","['Eren', '(Haruma', 'Miura)', 'leaves', 'to', 'restore', 'a', 'break', 'in', 'the', 'wall', 'destroyed', 'by', 'a', 'Titan.', 'He', 'comes', 'under', 'attack', 'by', 'the', 'Titans', 'and', 'is', 'cornered.', 'Shikishima', '(Hiroki', 'Hasegawa)', 'comes', 'to', 'his', 'aid.', 'The', 'titans', 'never', 'stops', 'attacking.', 'Eren', 'is', 'now', 'injured', 'and', 'tries', 'to', 'protect', 'Armin', '(Kanata', 'Hongo),', 'but', 'is', 'swallowed', 'by', 'a', 'titan.', 'A', 'Titan', 'with', 'black', 'hair', 'appears', 'and', 'begins', 'to', 'expel', 'the', 'other', 'titans.']","['JaneBirkin', 'HiramKeller', 'FrançoiseChristophe', 'VenantinoVenantini', 'DorisKunstmann', 'AntonDiffring', 'DanaGhia', 'KonradGeorg', 'SergeGainsbourg', 'LucianoPigozzi', 'BiancaDoria', 'AlessandroPerrella', 'BrunoBoschetti', 'FrancoRessel']",['AntonioMargheriti'],"Eren (Haruma Miura) leaves to restore a break in the wall destroyed by a Titan. He comes under attack by the Titans and is cornered. Shikishima (Hiroki Hasegawa) comes to his aid. The titans never stops attacking. Eren is now injured and tries to protect Armin (Kanata Hongo), but is swallowed by a titan. A Titan with black hair appears and begins to expel the other titans. Horror ScienceFiction Action Fantasy Drama JaneBirkin HiramKeller FrançoiseChristophe VenantinoVenantini DorisKunstmann AntonDiffring DanaGhia KonradGeorg SergeGainsbourg LucianoPigozzi BiancaDoria AlessandroPerrella BrunoBoschetti FrancoRessel AntonioMargheriti"
33228,life eternal,"['Comedy', 'Crime', 'Thriller']","['A', 'thriller', 'crime', 'comedy', 'directed', 'by', 'Wolfgang', 'Murnberger.']","['RomySchneider', 'KarlheinzBöhm', 'MagdaSchneider', 'UtaFranz', 'GustavKnuth', 'VilmaDegischer', 'JosefMeinrad', 'ErichNikowitz', 'PeterWeck', 'HildeWagener', 'KarlFochler', 'OttoTreßler', 'EgonvonJordan', 'FranzBöheim']",['ErnstMarischka'],A thriller crime comedy directed by Wolfgang Murnberger. Comedy Crime Thriller RomySchneider KarlheinzBöhm MagdaSchneider UtaFranz GustavKnuth VilmaDegischer JosefMeinrad ErichNikowitz PeterWeck HildeWagener KarlFochler OttoTreßler EgonvonJordan FranzBöheim ErnstMarischka
33356,wonder woman,"['Action', 'Adventure', 'Fantasy']","['An', 'Amazon', 'princess', 'comes', 'to', 'the', 'world', 'of', 'Man', 'to', 'become', 'the', 'greatest', 'of', 'the', 'female', 'superheroes.']","['JohnHeard', 'LindsayCrouse', 'JeffGoldblum', 'JillEikenberry', 'BrunoKirby', 'GwenWelles', 'StephenCollins', 'MichaelJ.Pollard', 'JoeMorton', 'MariluHenner', 'DouglasKenney']",['JoanMicklinSilver'],An Amazon princess comes to the world of Man to become the greatest of the female superheroes. Action Adventure Fantasy JohnHeard LindsayCrouse JeffGoldblum JillEikenberry BrunoKirby GwenWelles StephenCollins MichaelJ.Pollard JoeMorton MariluHenner DouglasKenney JoanMicklinSilver
33571,mchale's navy joins the air force,['Comedy'],"['The', 'crew', 'of', 'PT-73', 'are', 'in', 'trouble', 'again', 'when', 'Ensign', 'Parker', 'is', 'mistaken', 'for', 'a', 'pilot', 'and', 'gets', 'shanghied', 'into', 'the', 'Air', 'Force.']","['RobertLansing', 'JohnAnderson', 'RobinMattson', 'RichardErdman', 'LeeMeriwether']",['LászlóBenedek'],The crew of PT-73 are in trouble again when Ensign Parker is mistaken for a pilot and gets shanghied into the Air Force. Comedy RobertLansing JohnAnderson RobinMattson RichardErdman LeeMeriwether LászlóBenedek
34502,creed,['Drama'],"['The', 'former', 'World', 'Heavyweight', 'Champion', 'Rocky', 'Balboa', 'serves', 'as', 'a', 'trainer', 'and', 'mentor', 'to', 'Adonis', 'Johnson,', 'the', 'son', 'of', 'his', 'late', 'friend', 'and', 'former', 'rival', 'Apollo', 'Creed.']","['AdrianoCelentano', 'ClaudiaMori', 'CharlotteRampling', 'RositaCelentano', 'GinoSantercole', 'CarlaBrait', 'SoniaViviani']",['AdrianoCelentano'],"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed. Drama AdrianoCelentano ClaudiaMori CharlotteRampling RositaCelentano GinoSantercole CarlaBrait SoniaViviani AdrianoCelentano"
34853,young and dangerous 5,"['Action', 'Crime', 'Thriller']","['Although', 'Chicken', 'does', 'not', 'make', 'an', 'appearance,', 'Chan', 'Ho', 'Nam', 'finds', 'a', 'new', 'love', 'interest', 'in', 'the', 'form', 'of', 'Mei', 'Ling', '(Shu', 'Qi).', 'Meanwhile,', 'Tung', 'Sing', 'returns', 'to', 'cause', 'trouble', 'again', 'for', 'Hung', 'Hing,', 'in', 'the', 'form', 'of', 'new', 'leader', 'Szeto', 'Ho', 'Nam', '(Mark', 'Cheng).', 'Young', 'and', 'Dangerous', '5', 'occurs', 'during', 'the', 'transfer', 'of', 'Hong', 'Kong', 'sovereignty', 'to', 'China,', 'with', 'the', '""boys""', 'becoming', '""men"",', 'as', 'they', 'develop', 'and', 'mature', 'into', 'more', 'business-like', 'dealings.']","['JimmyWangYu', 'LisaChiaoChiao', 'TienFeng', 'ChengLui', 'WuMa', 'TongKai', 'LiuChia-Liang', 'ChanSing', 'ChiuMing', 'KuFeng', 'ChungWa', 'HohBan', 'TungLi', 'TiLung', 'DavidChiang', 'WongChing-Ho', 'LauKar-Wing', 'WangKuang-Yu', 'CliffLok', 'YauMing', 'ChinChun', 'HaoLi-Jen', 'LauGong']",['ChangCheh'],"Although Chicken does not make an appearance, Chan Ho Nam finds a new love interest in the form of Mei Ling (Shu Qi). Meanwhile, Tung Sing returns to cause trouble again for Hung Hing, in the form of new leader Szeto Ho Nam (Mark Cheng). Young and Dangerous 5 occurs during the transfer of Hong Kong sovereignty to China, with the ""boys"" becoming ""men"", as they develop and mature into more business-like dealings. Action Crime Thriller JimmyWangYu LisaChiaoChiao TienFeng ChengLui WuMa TongKai LiuChia-Liang ChanSing ChiuMing KuFeng ChungWa HohBan TungLi TiLung DavidChiang WongChing-Ho LauKar-Wing WangKuang-Yu CliffLok YauMing ChinChun HaoLi-Jen LauGong ChangCheh"
34961,my little pony: equestria girls - rainbow rocks,"['Family', 'Animation', 'Music']","['Music', 'rules', 'and', 'rainbows', 'rock', 'as', 'Twilight', 'Sparkle', 'and', 'pals', 'compete', 'for', 'the', 'top', 'spot', 'in', 'the', 'Canterlot', 'High', '""Mane', 'Event""', 'talent', 'show.', 'The', 'girls', 'must', 'rock', 'their', 'way', 'to', 'the', 'top,', 'and', 'outshine', 'rival', 'Adagio', 'Dazzle', 'and', 'her', 'band', 'The', 'Dazzlings,', 'to', 'restore', 'harmony', 'back', 'to', 'Canterlot', 'High.']","['JamesWilby', 'ImogenStubbs', 'SusannahYork', 'KennethColley', 'JeromeFlynn', 'SophieWard']",['PiersHaggard'],"Music rules and rainbows rock as Twilight Sparkle and pals compete for the top spot in the Canterlot High ""Mane Event"" talent show. The girls must rock their way to the top, and outshine rival Adagio Dazzle and her band The Dazzlings, to restore harmony back to Canterlot High. Family Animation Music JamesWilby ImogenStubbs SusannahYork KennethColley JeromeFlynn SophieWard PiersHaggard"
35056,mega shark vs. mecha shark,"['Action', 'ScienceFiction', 'Thriller']","['When', 'another', 'Mega', 'Shark', 'returns', 'from', 'the', 'depths', 'of', 'the', 'sea,', 'world', 'militaries', 'go', 'on', 'high', 'alert.', 'Ocean', 'traffic', 'grinds', 'to', 'a', 'standstill', 'as', 'everyone', 'lives', 'in', 'fear', 'of', 'the', 'insatiable', 'beast.', 'Out', 'of', 'options,', 'the', 'US', 'government', 'unleashes', 'the', 'top', 'secret', 'Mecha', 'Shark', 'project', '--', 'a', 'mechanical', 'shark', 'built', 'to', 'have', 'the', 'same', 'exact', 'characteristics', 'as', 'Mega.', 'A', 'pair', 'of', 'scientists', 'pilot', 'the', 'mechanical', 'creature', 'as', 'they', 'fight', 'Mega', 'in', 'a', 'pitched', 'battle', 'to', 'save', 'the', 'planet.', 'But', 'when', 'faulty', 'mechanics', 'cause', 'the', 'Mecha', 'to', 'go', 'after', 'humans,', 'the', 'scientists', 'must', 'somehow', 'guide', 'Mega', 'to', 'Mecha', 'in', 'hopes', 'that', 'the', 'two', 'titans', 'will', 'kill', 'each', 'other', '-', 'or', 'risk', 'untold', 'worldwide', 'destruction.']","['KjellBergqvist', 'LenaEndre', 'JohannesBrost', 'JoannaBerglund', 'JonasOlsson', 'PatrikErsgård', 'BerntLundquist', 'LenaLindblom', 'P.G.Hylén', 'MatsLundberg', 'LeifGrönvall']","['JackErsgard', 'PatrikErsgård']","When another Mega Shark returns from the depths of the sea, world militaries go on high alert. Ocean traffic grinds to a standstill as everyone lives in fear of the insatiable beast. Out of options, the US government unleashes the top secret Mecha Shark project -- a mechanical shark built to have the same exact characteristics as Mega. A pair of scientists pilot the mechanical creature as they fight Mega in a pitched battle to save the planet. But when faulty mechanics cause the Mecha to go after humans, the scientists must somehow guide Mega to Mecha in hopes that the two titans will kill each other - or risk untold worldwide destruction. Action ScienceFiction Thriller KjellBergqvist LenaEndre JohannesBrost JoannaBerglund JonasOlsson PatrikErsgård BerntLundquist LenaLindblom P.G.Hylén MatsLundberg LeifGrönvall JackErsgard PatrikErsgård"
35220,zoolander 2,['Comedy'],"['Derek', 'and', 'Hansel', 'are', 'modelling', 'again', 'when', 'an', 'opposing', 'company', 'attempts', 'to', 'take', 'them', 'out', 'from', 'the', 'business.']","['KentuckerAudley', 'HannahGross', 'CraigButta', 'DakotaGoldhor', 'YvonneGougelet']",['CharlesPoekel'],Derek and Hansel are modelling again when an opposing company attempts to take them out from the business. Comedy KentuckerAudley HannahGross CraigButta DakotaGoldhor YvonneGougelet CharlesPoekel
35362,daddy's home,['Comedy'],"['The', 'story', 'of', 'a', 'mild-mannered', 'radio', 'executive', '(Ferrell)', 'who', 'strives', 'to', 'become', 'the', 'best', 'stepdad', 'ever', 'to', 'his', ""wife's"", 'two', 'children,', 'but', 'complications', 'ensue', 'when', 'their', 'freewheeling,', 'freeloading', 'real', 'father', 'arrives,', 'forcing', 'stepdad', 'to', 'compete', 'for', 'the', 'affection', 'of', 'the', 'kids.']","['VictoriaAberdeen', 'GeorgeAguilar', 'NathanielArcand', 'GeraldAuger', 'SekwanAuger', 'ZacharyNolanAuger', 'JoanneBadger', 'RussellBadger', 'LawrenceBayne', 'CliffordCraneBear', 'WilliamBelleau', 'TerryBigCharles', 'StanBigSorrelHorse', 'AugustSchellenberg', 'EddieSpears', 'GaryFarmer', 'JohnTrudell', 'ChaskeSpencer', 'TeneilWhiskeyjack', 'AlexRice', 'MichaelGreyeyes', 'TantooCardinal', 'DakotaHouse', 'SeanWeiMah', 'SageGalesi', 'GordonTootoosis', 'FloydRedCrowWesterman', 'SheilaTousey', 'ScottGrimes']",['SteveBarron'],"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids. Comedy VictoriaAberdeen GeorgeAguilar NathanielArcand GeraldAuger SekwanAuger ZacharyNolanAuger JoanneBadger RussellBadger LawrenceBayne CliffordCraneBear WilliamBelleau TerryBigCharles StanBigSorrelHorse AugustSchellenberg EddieSpears GaryFarmer JohnTrudell ChaskeSpencer TeneilWhiskeyjack AlexRice MichaelGreyeyes TantooCardinal DakotaHouse SeanWeiMah SageGalesi GordonTootoosis FloydRedCrowWesterman SheilaTousey ScottGrimes SteveBarron"
35387,kung fu panda 3,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']","['Continuing', 'his', '""legendary', 'adventures', 'of', 'awesomeness"",', 'Po', 'must', 'face', 'two', 'hugely', 'epic,', 'but', 'different', 'threats:', 'one', 'supernatural', 'and', 'the', 'other', 'a', 'little', 'closer', 'to', 'his', 'home.']","['RachelBoston', 'DavidAlpay', 'BrendaStrong', 'PaulMcGillion', ""AliyahO'Brien"", 'MarkBrandon', 'LeanneLapp', 'SachinSahel', 'KenCamroux-Taylor', 'TonyaAlbers', 'KwesiAmeyaw', 'MilliWilkinson', 'DylanKingwell']",['DavidMacKay'],"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home. Action Adventure Animation Comedy Family RachelBoston DavidAlpay BrendaStrong PaulMcGillion AliyahO'Brien MarkBrandon LeanneLapp SachinSahel KenCamroux-Taylor TonyaAlbers KwesiAmeyaw MilliWilkinson DylanKingwell DavidMacKay"
35536,thou shalt laugh 3,['Comedy'],"['New', 'from', 'the', '#1', 'family', 'comedy', 'series', 'of', 'all-time!', 'Thou', 'Shalt', 'Laugh', '3', 'is', 'a', 'bold,', 'entertaining', 'addition', 'to', 'the', 'hit', 'series', 'that', 'has', 'sold', 'over', '250,000', 'units', 'since', ""it's"", 'debut', 'in', '2007.', 'Hosted', 'by', 'award-winning', 'comedian', 'and', 'actor', 'Sinbad', '(who', 'does', 'an', 'all', 'improv', 'set),', 'Thou', 'Shalt', 'Laugh', '3', 'also', 'features', 'series', 'favorites', 'Taylor', 'Mason', '(Last', 'Comic', 'Standing)', 'and', 'Thor', 'Ramsey', '(-clever', 'and', 'pointed', '-', 'The', 'Washington', 'Post)', 'who', 'perform', 'all-new,', 'side-splitting', 'material.', 'New', 'to', 'Thou', 'Shalt', 'Laugh', '3', 'are', 'hot,', 'rising', 'comedians', 'Lisa', 'Alvarado', '(Last', 'Comic', 'Standing', 'L.A.', 'winner),', 'Leanne', 'Morgan', 'and', 'Horace', 'H.B.', 'Sanders.', 'Funny,', 'smart', 'and', 'edgy,', 'Thou', 'Shalt', 'Laugh', '3', 'offers', '94', 'minutes', 'of', 'laughs', 'with', 'something', 'for', 'every', 'member', 'of', 'the', 'family.']","['LeandraLeal', 'CauãReymond', 'NazarenoCasero', 'LeeTaylor', 'DiraPaes']",['ToniVenturi'],"New from the #1 family comedy series of all-time! Thou Shalt Laugh 3 is a bold, entertaining addition to the hit series that has sold over 250,000 units since it's debut in 2007. Hosted by award-winning comedian and actor Sinbad (who does an all improv set), Thou Shalt Laugh 3 also features series favorites Taylor Mason (Last Comic Standing) and Thor Ramsey (-clever and pointed - The Washington Post) who perform all-new, side-splitting material. New to Thou Shalt Laugh 3 are hot, rising comedians Lisa Alvarado (Last Comic Standing L.A. winner), Leanne Morgan and Horace H.B. Sanders. Funny, smart and edgy, Thou Shalt Laugh 3 offers 94 minutes of laughs with something for every member of the family. Comedy LeandraLeal CauãReymond NazarenoCasero LeeTaylor DiraPaes ToniVenturi"
35538,thou shalt laugh 2 - the deuce,['Comedy'],"['Hot', 'on', 'the', 'heels', 'of', 'the', 'hit', 'DVD', 'Thou', 'Shalt', 'Laugh', 'comes', 'the', 'newest', 'and', 'funniest', 'of', 'this', 'great', 'new', 'series,', 'Thou', 'Shalt', 'Laugh', 'The', 'Deuce.', 'Brought', 'to', 'you', 'by', 'the', 'producers', 'of', 'the', 'Blue', 'Collar', 'Comedy', 'Tour', 'and', 'hosted', 'by', 'five', 'time', 'Emmy', 'Award', 'winning', 'comedian', 'Tim', 'Conway,', 'TSL', 'the', 'Deuce', 'is', '90', 'minutes', 'of', 'fun', 'for', 'the', 'entire', 'family!']","['ÁureaBaptista', 'IsmaelCaneppele', 'TuaneEggers', 'HenriqueLarré', 'SamuelReginatto']",['EsmirFilho'],"Hot on the heels of the hit DVD Thou Shalt Laugh comes the newest and funniest of this great new series, Thou Shalt Laugh The Deuce. Brought to you by the producers of the Blue Collar Comedy Tour and hosted by five time Emmy Award winning comedian Tim Conway, TSL the Deuce is 90 minutes of fun for the entire family! Comedy ÁureaBaptista IsmaelCaneppele TuaneEggers HenriqueLarré SamuelReginatto EsmirFilho"
35976,ride along 2,"['Action', 'Comedy']","['As', 'his', 'wedding', 'day', 'approaches,', 'Ben', 'heads', 'to', 'Miami', 'with', 'his', 'soon-to-be', 'brother-in-law', 'James', 'to', 'bring', 'down', 'a', 'drug', 'dealer', ""who's"", 'supplying', 'the', 'dealers', 'of', 'Atlanta', 'with', 'product.']","['BrettCullen', 'ColleenMorris', 'SamanthaMills', ""AustinO'Brien"", 'TonyLongo', 'StuartFratkin', 'StephenLee', 'TomWilliams', 'GillGayle', 'PeterMarkVasquez', 'EllisLevinson', 'JamesShanta', 'JanetteCaldwell', 'FrankWelker']","['CharlesBand', 'AlbertBand']","As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product. Action Comedy BrettCullen ColleenMorris SamanthaMills AustinO'Brien TonyLongo StuartFratkin StephenLee TomWilliams GillGayle PeterMarkVasquez EllisLevinson JamesShanta JanetteCaldwell FrankWelker CharlesBand AlbertBand"
36252,london has fallen,"['Action', 'Crime', 'Thriller']","['In', 'London', 'for', 'the', 'Prime', ""Minister's"", 'funeral,', 'Mike', 'Banning', 'discovers', 'a', 'plot', 'to', 'assassinate', 'all', 'the', 'attending', 'world', 'leaders.']","['RachelNichols', 'AlfieAllen', 'MissiPyle', 'MekhiPhifer', 'DanielleRoseRussell', 'PaulGuilfoyle', 'NeaDune', 'JamieGallagher', 'DominicBogart', 'AmandaBaker', 'RobertLewisStephenson', 'JonathanBuckhouse', 'StephanieLangnas', 'GinaLee', 'BritainSimons']",['JohnSuits'],"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders. Action Crime Thriller RachelNichols AlfieAllen MissiPyle MekhiPhifer DanielleRoseRussell PaulGuilfoyle NeaDune JamieGallagher DominicBogart AmandaBaker RobertLewisStephenson JonathanBuckhouse StephanieLangnas GinaLee BritainSimons JohnSuits"
37411,all stars 2: old stars,"['Comedy', 'Drama']","['In', 'All', 'Stars', '2', 'Old', 'Stars,', 'the', 'unexpected', 'wedding', 'of', 'one', 'of', 'the', 'boys', 'means', 'they', 'treat', 'themselves', 'to', 'an', '‘old-fashioned', 'training', 'camp’', 'in', 'the', 'form', 'of', 'a', 'long', 'weekend', 'in', 'Barcelona.', 'The', 'match', 'between', 'Barcelona', 'and', 'Real', 'Madrid', 'is', 'meant', 'to', 'be', 'the', 'high', 'point', 'of', 'the', 'trip.', 'But', 'of', 'course', 'not', 'everything', 'goes', 'according', 'to', 'plan', 'for', 'the', 'Swift', 'Boys.']",['RaminLomsadze'],['AudriusStonys'],"In All Stars 2 Old Stars, the unexpected wedding of one of the boys means they treat themselves to an ‘old-fashioned training camp’ in the form of a long weekend in Barcelona. The match between Barcelona and Real Madrid is meant to be the high point of the trip. But of course not everything goes according to plan for the Swift Boys. Comedy Drama RaminLomsadze AudriusStonys"
